Datetime,Volume,Open,High,Low,Close,Rate
2020-05-28 21:00,180178,71.44,71.930,71.143,71.875,0.006089025755879092
2020-05-31 21:00,156799,71.875,73.194,71.614,73.135,0.017530434782608767
2020-05-31 21:00,156799,71.875,73.194,71.614,73.135,0.017530434782608767
2020-06-01 21:00,152645,73.13,74.976,72.933,74.961,0.025037604266374993
2020-06-02 21:00,215517,74.947,75.768,74.410,75.386,0.005857472613980452
2020-06-03 21:00,174145,75.376,76.206,74.864,75.782,0.005386329866270321
2020-06-04 21:00,181548,75.784,76.750,75.594,76.374,0.007785284492768779
2020-06-07 21:00,143303,76.35,76.791,75.558,76.125,-0.0029469548133594543
2020-06-08 21:00,189893,76.126,76.274,74.472,75.006,-0.014712450411160503
2020-06-09 21:00,220177,75.02,75.616,74.726,74.972,-0.0006398293788323357
2020-06-10 21:00,286066,74.951,75.038,73.089,73.248,-0.022721511387439646
2020-06-11 21:00,298071,73.28,74.304,72.530,73.736,0.006222707423580828
2020-06-14 21:00,281241,73.487,74.345,72.648,74.266,0.010600514376692622
2020-06-15 21:00,271438,74.25,75.093,73.323,73.932,-0.004282828282828254
2020-06-16 21:00,205160,73.92,74.309,73.470,73.666,-0.003436147186147252
2020-06-17 21:00,202762,73.63,73.898,72.990,73.305,-0.004413961700393707
2020-06-18 21:00,168856,73.314,73.827,72.976,73.054,-0.0035463895026869485
2020-06-21 21:00,139127,72.736,73.990,72.736,73.858,0.015425648922129342
2020-06-22 21:00,193315,73.848,74.422,73.208,73.827,-0.0002843678908027407
2020-06-23 21:00,184077,73.808,74.166,73.310,73.525,-0.003834272707565592
2020-06-24 21:00,165002,73.486,73.872,73.317,73.826,0.0046267316223496885
2020-06-25 21:00,138129,73.846,73.912,73.310,73.61,-0.003195839991333372
2020-06-28 21:00,133217,73.49,73.991,73.352,73.87,0.00517077153354211
2020-06-29 21:00,135799,73.855,74.598,73.610,74.508,0.00884164917744217
2020-06-30 21:00,125587,74.501,74.701,73.919,74.312,-0.0025368786996148663
2020-06-30 21:00,125587,74.501,74.701,73.919,74.312,-0.0025368786996148663
2020-07-01 21:00,126659,74.318,74.707,74.182,74.466,0.00199144218089825
2020-07-02 21:00,92123,74.462,74.687,74.328,74.616,0.002068168998952437
2020-07-05 21:00,90331,74.534,75.161,74.485,74.884,0.004695843507660857
2020-07-06 21:00,115602,74.909,75.063,74.563,74.691,-0.0029101977065506615
2020-07-07 21:00,127898,74.725,74.958,74.508,74.874,0.0019939779190364794
2020-07-08 21:00,136392,74.92,75.062,74.570,74.658,-0.0034970635344367387
2020-07-09 21:00,128753,74.662,74.688,73.986,74.31,-0.004714580375559238
2020-07-12 21:00,113561,74.359,75.007,74.194,74.459,0.0013448271224735207
2020-07-13 21:00,151102,74.465,74.824,74.247,74.806,0.004579332572349345
2020-07-14 21:00,114809,74.776,75.280,74.748,74.942,0.002219963624692372
2020-07-15 21:00,109266,74.932,75.100,74.684,74.792,-0.0018683606469866087
2020-07-16 21:00,75915,74.78,74.970,74.754,74.87,0.0012035303557101284
2020-07-19 21:00,87530,74.878,75.306,74.820,75.268,0.005208472448516261
2020-07-20 21:00,101032,75.24,76.316,75.214,76.136,0.01190855927698034
2020-07-21 21:00,118713,76.128,76.870,76.053,76.514,0.0050704077343421035
2020-07-22 21:00,117467,76.554,76.710,75.776,75.856,-0.009117746949865552
2020-07-23 21:00,148829,75.854,75.974,74.866,75.42,-0.005721517652332079
2020-07-26 21:00,133788,75.23,75.427,75.008,75.34,0.0014621826399042858
2020-07-27 21:00,132563,75.35,75.580,75.008,75.227,-0.0016323822163236956
2020-07-28 21:00,128230,75.215,75.518,75.155,75.414,0.002645748853287217
2020-07-29 21:00,121958,75.392,75.480,74.828,75.35,-0.0005570882852292232
2020-07-30 21:00,176269,75.341,75.925,75.016,75.618,0.003676616981457653
2020-08-02 21:00,151939,75.611,75.808,75.100,75.473,-0.0018251312639695973
2020-08-03 21:00,111174,75.505,75.784,75.388,75.706,0.002662075359247833
2020-08-04 21:00,114373,75.726,76.410,75.658,75.936,0.0027731558513589515
2020-08-05 21:00,127854,75.969,76.439,75.664,76.373,0.005317958641024768
2020-08-06 21:00,128504,76.359,76.441,75.726,75.817,-0.007098050000654823
2020-08-09 21:00,88970,75.841,76.019,75.688,75.748,-0.0012262496538810053
2020-08-10 21:00,117497,75.746,76.335,75.726,76.069,0.0042642515776411625
2020-08-11 21:00,129648,76.061,76.718,75.860,76.556,0.006507934421056656
2020-08-12 21:00,107807,76.533,76.702,76.318,76.441,-0.001202095827943485
2020-08-13 21:00,86483,76.443,76.544,76.151,76.444,1.308164253109866e-05
2020-08-16 21:00,77931,76.399,76.678,76.336,76.478,0.001034044948232222
2020-08-17 21:00,100166,76.488,76.550,76.119,76.341,-0.0019218700972702329
2020-08-18 21:00,112103,76.34,76.680,76.147,76.229,-0.0014540214828399818
2020-08-19 21:00,115116,76.235,76.316,75.614,76.104,-0.001718370827047947
2020-08-20 21:00,103882,76.092,76.276,75.631,75.772,-0.004205435525416511
2020-08-23 21:00,81361,75.826,76.151,75.656,75.907,0.0010682351699945016
2020-08-24 21:00,87459,75.952,76.562,75.862,76.547,0.007833895091636808
2020-08-25 21:00,88405,76.558,76.768,76.429,76.67,0.0014629431280858273
2020-08-26 21:00,151055,76.683,77.428,76.601,77.36,0.008828553916774154
2020-08-27 21:00,154787,77.406,77.960,77.092,77.614,0.0026871301966255637
2020-08-30 21:00,120769,77.629,78.462,77.412,78.111,0.0062090198250653655
2020-08-31 21:00,139983,78.137,78.362,78.010,78.112,-0.0003199508555486605
